edge_id,from_node_id,from_node_type,to_node_id,to_node_type,relationship,timestamp,trip_id,rider_id,route_id,station_id,mode,rider_segment,edge_strength,fare_bucket,region,province,city,promotion,same_household,prior_interactions,dwell_seconds,distance_bucket,total_fare_cad,citation_issued
EDGE301217,R48949,Rider,S012,Station,TRANSFERRED_TO,2025-05-12 23:53:55,T102397,R48949,R013,S012,skytrain,Commuter,0.293,$3-$4.5,NA,BC,Vancouver,None,False,1,13,10-20km,4.12,False
EDGE301218,R68137,Rider,V0417,Vehicle,BOARDED,2024-08-30 15:40:25,T100899,R68137,R066,S019,skytrain,Tourist,0.524,$4.5-$6.5,NA,BC,Vancouver,None,False,1,13,10-20km,4.6,False
EDGE301219,R109,Route,S004,Station,ROUTE_SERVES,2025-02-01 10:00:11,,,R109,S004,wce,Commuter,0.261,$3-$4.5,NA,BC,Vancouver,None,False,2,56,5-10km,3.28,False
EDGE301220,R90872,Rider,V0208,Vehicle,BOARDED,2024-11-15 07:09:25,T101255,R90872,R100,S014,bus,Commuter,0.869,>$6.5,NA,BC,Vancouver,None,False,1,23,>=20km,7.97,False
EDGE301221,R48490,Rider,V0273,Vehicle,BOARDED,2024-07-27 23:42:31,T100639,R48490,R069,S004,wce,Student,0.952,<$3,NA,BC,Vancouver,CarFreeDay,False,1,83,10-20km,2.16,False
EDGE301222,R85640,Rider,R73511,Rider,SHARES_TRIP_WITH,2025-05-03 01:06:06,T101386,R85640,R095,S025,bus,Commuter,0.272,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,4,58,10-20km,4.23,False
EDGE301223,R52899,Rider,V0073,Vehicle,BOARDED,2024-08-04 21:23:49,T102276,R52899,R030,S004,skytrain,Tourist,0.725,$4.5-$6.5,NA,BC,Vancouver,None,False,3,56,10-20km,5.59,False
EDGE301224,R77142,Rider,S017,Station,ALIGHTED,2024-06-22 07:24:36,T100412,R77142,R115,S017,bus,Student,0.465,$3-$4.5,NA,BC,Vancouver,None,False,2,47,10-20km,3.13,False
EDGE301225,R71601,Rider,S014,Station,TRANSFERRED_TO,2024-06-19 08:58:46,T101159,R71601,R064,S014,skytrain,Commuter,0.845,<$3,NA,BC,Vancouver,None,False,5,5,10-20km,2.96,False
EDGE301226,R95259,Rider,S007,Station,TRANSFERRED_TO,2025-03-12 15:17:08,T101606,R95259,R024,S007,skytrain,Commuter,0.461,<$3,NA,BC,Vancouver,CarFreeDay,False,0,38,2-5km,2.16,False
EDGE301227,R98796,Rider,S018,Station,ALIGHTED,2024-08-24 01:02:41,T100689,R98796,R073,S018,skytrain,LowIncome,0.665,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,1,77,<2km,3.21,False
EDGE301228,R36834,Rider,S012,Station,ALIGHTED,2024-12-30 11:38:14,T100156,R36834,R010,S012,bus,Commuter,0.912,$3-$4.5,NA,BC,Vancouver,None,False,2,73,2-5km,4.09,False
EDGE301229,R14781,Rider,S011,Station,TRANSFERRED_TO,2024-05-31 21:17:03,T102366,R14781,R044,S011,bus,Commuter,0.205,$3-$4.5,NA,BC,Vancouver,None,False,2,63,10-20km,3.12,False
EDGE301230,R102,Route,S018,Station,ROUTE_SERVES,2024-09-05 03:25:17,,,R102,S018,bus,Senior,0.883,$3-$4.5,NA,BC,Vancouver,None,False,3,8,10-20km,3.35,False
EDGE301231,S018,Station,S003,Station,CONNECTS_TO,2024-01-25 10:29:47,,,,S018,bus,Commuter,0.165,$3-$4.5,NA,BC,Vancouver,None,False,0,64,5-10km,3.11,False
EDGE301232,R110,Route,S024,Station,ROUTE_SERVES,2024-10-10 08:26:14,,,R110,S024,skytrain,Commuter,0.399,$4.5-$6.5,NA,BC,Vancouver,None,False,3,44,5-10km,6.23,False
EDGE301233,S019,Station,S029,Station,CONNECTS_TO,2025-03-11 04:35:39,,,,S019,skytrain,Tourist,0.969,<$3,NA,BC,Vancouver,None,False,2,13,<2km,2.07,False
EDGE301234,R069,Route,S011,Station,ROUTE_SERVES,2024-08-15 13:22:58,,,R069,S011,bus,Commuter,0.916,<$3,NA,BC,Vancouver,None,False,2,87,>=20km,2.98,False
EDGE301235,R65968,Rider,R42188,Rider,SHARES_TRIP_WITH,2024-05-14 18:22:31,T102312,R65968,R035,S019,skytrain,Commuter,0.333,$3-$4.5,NA,BC,Vancouver,None,False,2,14,10-20km,3.21,False
EDGE301236,R57599,Rider,S024,Station,TRANSFERRED_TO,2025-01-04 00:54:25,T101363,R57599,R028,S024,skytrain,LowIncome,0.913,$3-$4.5,NA,BC,Vancouver,None,False,4,34,>=20km,3.2,False
EDGE301237,S015,Station,S023,Station,CONNECTS_TO,2024-01-28 01:37:44,,,,S015,skytrain,Commuter,0.338,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,1,56,5-10km,3.3,False
EDGE301238,S016,Station,S006,Station,CONNECTS_TO,2025-05-01 03:25:50,,,,S016,wce,Commuter,0.367,$3-$4.5,NA,BC,Vancouver,None,False,2,38,>=20km,3.09,False
EDGE301239,R85766,Rider,S023,Station,TRANSFERRED_TO,2024-08-23 15:10:26,T101317,R85766,R011,S023,skytrain,Student,0.372,<$3,NA,BC,Vancouver,None,False,4,40,>=20km,2.02,False
EDGE301240,S023,Station,S004,Station,CONNECTS_TO,2024-08-03 05:39:00,,,,S023,bus,Student,0.569,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,4,54,10-20km,3.15,False
EDGE301241,R002,Route,S013,Station,ROUTE_SERVES,2024-05-11 11:30:51,,,R002,S013,skytrain,Commuter,0.646,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,1,28,>=20km,3.18,False
EDGE301242,S018,Station,S017,Station,CONNECTS_TO,2024-04-26 19:20:21,,,,S018,skytrain,Occasional,0.769,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,1,65,2-5km,3.21,False
EDGE301243,R021,Route,S002,Station,ROUTE_SERVES,2024-10-09 20:18:04,,,R021,S002,bus,Senior,0.83,$4.5-$6.5,NA,BC,Vancouver,None,False,1,32,>=20km,4.54,False
EDGE301244,R076,Route,S023,Station,ROUTE_SERVES,2024-08-22 21:16:58,,,R076,S023,bus,Commuter,0.773,$4.5-$6.5,NA,BC,Vancouver,SportsFinalsPass,False,4,39,>=20km,4.59,False
EDGE301245,R65153,Rider,V0668,Vehicle,BOARDED,2024-03-17 11:57:53,T101580,R65153,R102,S002,wce,Senior,0.308,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,4,59,<2km,4.04,False
EDGE301246,R16938,Rider,S025,Station,TRANSFERRED_TO,2025-06-12 13:55:26,T102108,R16938,R018,S025,seabus,Commuter,0.471,$4.5-$6.5,NA,BC,Vancouver,None,False,1,51,10-20km,4.56,False
EDGE301247,R34513,Rider,V0193,Vehicle,BOARDED,2024-02-24 22:47:30,T102307,R34513,R052,S025,skytrain,Student,0.949,<$3,NA,BC,Vancouver,None,False,2,63,<2km,2.75,False
EDGE301248,R35293,Rider,V0413,Vehicle,BOARDED,2024-02-16 06:53:39,T102228,R35293,R118,S011,bus,Commuter,0.439,$3-$4.5,NA,BC,Vancouver,None,False,1,18,5-10km,3.17,False
EDGE301249,R056,Route,S030,Station,ROUTE_SERVES,2024-07-26 20:22:55,,,R056,S030,skytrain,Commuter,0.23,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,2,76,>=20km,3.14,False
EDGE301250,R99370,Rider,S008,Station,ALIGHTED,2024-11-17 09:51:45,T102054,R99370,R073,S008,skytrain,Commuter,0.292,>$6.5,NA,BC,Vancouver,None,False,2,62,10-20km,8.13,False
EDGE301251,R27153,Rider,S016,Station,TRANSFERRED_TO,2024-05-07 19:15:13,T100767,R27153,R087,S016,skytrain,Occasional,0.635,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,1,18,10-20km,3.19,False
EDGE301252,R53847,Rider,S018,Station,ALIGHTED,2024-11-28 13:57:36,T100097,R53847,R061,S018,skytrain,Commuter,0.559,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,1,48,10-20km,3.12,False
EDGE301253,R99750,Rider,V0502,Vehicle,BOARDED,2024-10-24 01:51:52,T100046,R99750,R114,S025,bus,Student,0.168,<$3,NA,BC,Vancouver,None,False,4,48,5-10km,2.04,False
EDGE301254,R80625,Rider,S026,Station,TRANSFERRED_TO,2024-05-19 16:26:54,T101346,R80625,R053,S026,bus,Tourist,0.97,<$3,NA,BC,Vancouver,None,False,2,34,10-20km,2.99,False
EDGE301255,R64367,Rider,S023,Station,ALIGHTED,2025-02-19 16:07:19,T101649,R64367,R096,S023,bus,Student,0.272,$4.5-$6.5,NA,BC,Vancouver,None,False,3,49,10-20km,4.57,False
EDGE301256,R033,Route,S020,Station,ROUTE_SERVES,2024-07-24 05:52:54,,,R033,S020,bus,Commuter,0.651,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,2,37,<2km,3.19,False
EDGE301257,S028,Station,S007,Station,CONNECTS_TO,2024-02-12 13:01:51,,,,S028,bus,LowIncome,0.608,$3-$4.5,NA,BC,Vancouver,None,False,1,17,2-5km,3.36,False
EDGE301258,S003,Station,S018,Station,CONNECTS_TO,2025-01-22 17:54:06,,,,S003,wce,Student,0.105,<$3,NA,BC,Vancouver,CarFreeDay,False,0,12,>=20km,2.18,False
EDGE301259,R11619,Rider,V0580,Vehicle,BOARDED,2024-04-30 20:11:28,T100167,R11619,R029,S013,bus,Commuter,0.128,$3-$4.5,NA,BC,Vancouver,None,False,2,76,2-5km,3.11,False
EDGE301260,R19865,Rider,S020,Station,TRANSFERRED_TO,2024-08-17 12:24:16,T101498,R19865,R009,S020,bus,Commuter,0.686,<$3,NA,BC,Vancouver,NewYearPromo,False,4,62,>=20km,2.98,False
EDGE301261,R98786,Rider,S005,Station,ALIGHTED,2025-05-23 07:32:46,T100141,R98786,R057,S005,skytrain,Commuter,0.162,$3-$4.5,NA,BC,Vancouver,None,False,1,48,10-20km,3.2,False
EDGE301262,S017,Station,S030,Station,CONNECTS_TO,2024-07-13 17:24:41,,,,S017,seabus,Student,0.295,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,2,37,<2km,4.07,False
EDGE301263,R51996,Rider,S019,Station,TRANSFERRED_TO,2025-01-17 08:38:44,T100911,R51996,R061,S019,bus,LowIncome,0.275,<$3,NA,BC,Vancouver,NewYearPromo,False,1,30,10-20km,2.92,False
EDGE301264,S016,Station,S029,Station,CONNECTS_TO,2024-07-08 08:59:16,,,,S016,skytrain,Commuter,0.151,$4.5-$6.5,NA,BC,Vancouver,NewYearPromo,False,3,40,2-5km,4.9,False
EDGE301265,R37414,Rider,S006,Station,TRANSFERRED_TO,2024-01-21 10:53:27,T101950,R37414,R050,S006,bus,Student,0.64,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,3,38,10-20km,3.15,False
EDGE301266,R55768,Rider,S026,Station,ALIGHTED,2024-08-06 14:06:25,T102296,R55768,R028,S026,bus,Senior,0.578,$4.5-$6.5,NA,BC,Vancouver,None,False,1,48,>=20km,6.17,False
EDGE301267,S017,Station,S009,Station,CONNECTS_TO,2025-01-24 14:01:51,,,,S017,bus,Tourist,0.302,$3-$4.5,NA,BC,Vancouver,None,False,1,5,<2km,3.12,False
EDGE301268,R080,Route,S011,Station,ROUTE_SERVES,2025-04-03 22:38:09,,,R080,S011,skytrain,Senior,0.88,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,2,18,5-10km,3.39,False
EDGE301269,R17621,Rider,V0642,Vehicle,BOARDED,2025-04-29 08:50:08,T101595,R17621,R029,S029,skytrain,Commuter,0.39,$3-$4.5,NA,BC,Vancouver,None,False,3,5,10-20km,3.13,False
EDGE301270,R107,Route,S010,Station,ROUTE_SERVES,2024-03-04 21:34:55,,,R107,S010,skytrain,Commuter,0.712,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,4,5,>=20km,3.15,False
EDGE301271,R14783,Rider,V0618,Vehicle,BOARDED,2024-12-08 07:00:13,T102169,R14783,R072,S028,bus,Commuter,0.241,$3-$4.5,NA,BC,Vancouver,None,False,1,52,10-20km,3.16,False
EDGE301272,S002,Station,S022,Station,CONNECTS_TO,2024-10-25 01:09:50,,,,S002,bus,Commuter,0.192,$3-$4.5,NA,BC,Vancouver,None,False,4,63,10-20km,3.11,False
EDGE301273,R027,Route,S004,Station,ROUTE_SERVES,2024-04-07 03:51:25,,,R027,S004,skytrain,Senior,0.374,<$3,NA,BC,Vancouver,CarFreeDay,False,3,40,>=20km,2.17,False
EDGE301274,R58737,Rider,S017,Station,TRANSFERRED_TO,2024-06-05 13:58:20,T101185,R58737,R053,S017,skytrain,Student,0.859,>$6.5,NA,BC,Vancouver,None,False,0,15,<2km,7.05,False
EDGE301275,R41912,Rider,R78362,Rider,SHARES_TRIP_WITH,2024-04-07 13:23:05,T102497,R41912,R073,S005,bus,Student,0.879,$4.5-$6.5,NA,BC,Vancouver,None,False,1,40,10-20km,4.52,False
EDGE301276,R71317,Rider,R62993,Rider,SHARES_TRIP_WITH,2024-12-21 15:36:05,T100760,R71317,R077,S006,bus,Commuter,0.432,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,1,23,>=20km,4.18,False
EDGE301277,R020,Route,S024,Station,ROUTE_SERVES,2024-12-09 05:33:57,,,R020,S024,bus,Commuter,0.558,$3-$4.5,NA,BC,Vancouver,None,False,2,27,2-5km,3.16,False
EDGE301278,R26384,Rider,S025,Station,ALIGHTED,2024-01-17 14:39:09,T100874,R26384,R043,S025,bus,Senior,0.411,$3-$4.5,NA,BC,Vancouver,None,False,2,9,<2km,3.16,False
EDGE301279,R039,Route,S016,Station,ROUTE_SERVES,2024-11-04 19:37:39,,,R039,S016,bus,Senior,0.257,<$3,NA,BC,Vancouver,SportsFinalsPass,False,1,15,10-20km,2.18,False
EDGE301280,S006,Station,S001,Station,CONNECTS_TO,2024-12-02 14:27:03,,,,S006,bus,Student,0.202,$4.5-$6.5,NA,BC,Vancouver,None,False,2,31,2-5km,4.8,False
EDGE301281,S002,Station,S006,Station,CONNECTS_TO,2025-03-19 06:46:09,,,,S002,bus,Tourist,0.4,$3-$4.5,NA,BC,Vancouver,None,False,2,6,10-20km,3.11,False
EDGE301282,S018,Station,S007,Station,CONNECTS_TO,2024-11-08 21:56:48,,,,S018,bus,Commuter,0.991,$3-$4.5,NA,BC,Vancouver,None,False,0,79,5-10km,3.34,False
EDGE301283,R88928,Rider,S020,Station,ALIGHTED,2024-02-13 23:28:22,T102089,R88928,R109,S020,skytrain,Occasional,0.794,$4.5-$6.5,NA,BC,Vancouver,None,False,1,58,10-20km,4.58,False
EDGE301284,S010,Station,S018,Station,CONNECTS_TO,2024-02-25 08:43:06,,,,S010,bus,Student,0.919,$4.5-$6.5,NA,BC,Vancouver,None,False,0,32,10-20km,5.61,False
EDGE301285,S005,Station,S021,Station,CONNECTS_TO,2025-02-17 10:05:37,,,,S005,bus,Commuter,0.974,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,2,20,10-20km,3.74,False
EDGE301286,S030,Station,S027,Station,CONNECTS_TO,2024-12-20 21:51:48,,,,S030,skytrain,Student,0.191,$3-$4.5,NA,BC,Vancouver,None,False,4,50,5-10km,3.11,False
EDGE301287,S008,Station,S005,Station,CONNECTS_TO,2024-01-13 12:15:40,,,,S008,seabus,Commuter,0.591,$4.5-$6.5,NA,BC,Vancouver,None,False,3,39,>=20km,6.22,False
EDGE301288,R016,Route,S022,Station,ROUTE_SERVES,2024-08-29 20:28:48,,,R016,S022,skytrain,Commuter,0.79,$4.5-$6.5,NA,BC,Vancouver,None,False,1,19,>=20km,6.19,False
EDGE301289,R30197,Rider,V0530,Vehicle,BOARDED,2024-02-11 16:24:26,T102340,R30197,R010,S005,bus,Student,0.375,$4.5-$6.5,NA,BC,Vancouver,None,False,2,11,10-20km,4.58,False
EDGE301290,R28644,Rider,V0103,Vehicle,BOARDED,2024-12-23 09:27:42,T101911,R28644,R112,S002,bus,LowIncome,0.276,<$3,NA,BC,Vancouver,SportsFinalsPass,False,3,66,10-20km,2.9,False
EDGE301291,R59418,Rider,V0097,Vehicle,BOARDED,2025-04-22 04:16:58,T100203,R59418,R016,S009,skytrain,Occasional,0.249,$4.5-$6.5,NA,BC,Vancouver,None,False,2,42,5-10km,4.56,False
EDGE301292,S003,Station,S009,Station,CONNECTS_TO,2025-03-18 07:31:25,,,,S003,skytrain,Student,0.864,<$3,NA,BC,Vancouver,SportsFinalsPass,False,3,33,5-10km,2.16,False
EDGE301293,S009,Station,S016,Station,CONNECTS_TO,2024-03-17 21:40:25,,,,S009,skytrain,Commuter,0.536,>$6.5,NA,BC,Vancouver,None,False,2,7,10-20km,8.17,False
EDGE301294,S009,Station,S021,Station,CONNECTS_TO,2024-08-05 19:52:45,,,,S009,bus,Commuter,0.198,$4.5-$6.5,NA,BC,Vancouver,HolidayFreeRide,False,2,67,10-20km,6.17,False
EDGE301295,R44985,Rider,V0280,Vehicle,BOARDED,2024-07-17 01:35:24,T101767,R44985,R027,S007,bus,Student,0.463,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,5,20,10-20km,3.37,False
EDGE301296,R24786,Rider,V0471,Vehicle,BOARDED,2024-05-04 16:21:46,T101516,R24786,R085,S024,skytrain,Commuter,0.413,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,4,60,10-20km,3.28,False
EDGE301297,R039,Route,S005,Station,ROUTE_SERVES,2024-07-06 21:19:01,,,R039,S005,skytrain,Commuter,0.91,<$3,NA,BC,Vancouver,None,False,1,29,5-10km,1.87,False
EDGE301298,R043,Route,S030,Station,ROUTE_SERVES,2025-06-07 10:57:17,,,R043,S030,skytrain,Commuter,0.523,$3-$4.5,NA,BC,Vancouver,None,False,2,40,2-5km,3.1,False
EDGE301299,R20598,Rider,S024,Station,TRANSFERRED_TO,2025-02-02 11:07:03,T101559,R20598,R062,S024,skytrain,Student,0.19,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,1,14,10-20km,3.16,False
EDGE301300,S028,Station,S017,Station,CONNECTS_TO,2024-12-26 19:44:26,,,,S028,bus,Student,0.733,$3-$4.5,NA,BC,Vancouver,None,False,2,44,>=20km,3.19,False
EDGE301301,R65479,Rider,R60241,Rider,SHARES_TRIP_WITH,2024-12-22 19:49:57,T101929,R65479,R016,S024,bus,Student,0.854,$4.5-$6.5,NA,BC,Vancouver,None,False,3,27,2-5km,4.57,False
EDGE301302,S004,Station,S003,Station,CONNECTS_TO,2024-12-07 17:36:55,,,,S004,bus,Tourist,0.427,<$3,NA,BC,Vancouver,None,False,2,13,10-20km,2.11,False
EDGE301303,R15116,Rider,S014,Station,TRANSFERRED_TO,2025-06-13 21:48:52,T101885,R15116,R028,S014,bus,Commuter,0.147,<$3,NA,BC,Vancouver,None,False,2,67,10-20km,2.75,False
EDGE301304,R74443,Rider,S012,Station,TRANSFERRED_TO,2025-01-05 15:22:45,T100577,R74443,R094,S012,skytrain,Student,0.294,<$3,NA,BC,Vancouver,None,False,2,34,>=20km,2.72,False
EDGE301305,R52889,Rider,S019,Station,ALIGHTED,2024-09-09 16:40:26,T102092,R52889,R064,S019,bus,Commuter,0.123,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,2,20,5-10km,3.09,False
EDGE301306,R50521,Rider,V0896,Vehicle,BOARDED,2025-05-01 07:41:26,T100122,R50521,R012,S020,bus,Commuter,0.267,$4.5-$6.5,NA,BC,Vancouver,HolidayFreeRide,False,0,49,>=20km,4.84,False
EDGE301307,R001,Route,S023,Station,ROUTE_SERVES,2024-08-22 05:09:40,,,R001,S023,bus,Commuter,0.11,$3-$4.5,NA,BC,Vancouver,None,False,3,44,<2km,3.18,False
EDGE301308,R46594,Rider,S007,Station,ALIGHTED,2025-02-25 00:15:45,T100664,R46594,R084,S007,bus,Commuter,0.903,$4.5-$6.5,NA,BC,Vancouver,HolidayFreeRide,False,1,41,2-5km,5.58,False
EDGE301309,S023,Station,S001,Station,CONNECTS_TO,2024-02-24 10:11:02,,,,S023,bus,LowIncome,0.614,<$3,NA,BC,Vancouver,None,False,2,54,10-20km,2.98,False
EDGE301310,R40232,Rider,S022,Station,ALIGHTED,2024-06-19 13:40:34,T102406,R40232,R106,S022,wce,Commuter,0.462,$3-$4.5,NA,BC,Vancouver,None,False,0,30,10-20km,4.49,False
EDGE301311,S005,Station,S024,Station,CONNECTS_TO,2025-01-24 21:13:12,,,,S005,bus,Senior,0.519,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,3,37,5-10km,3.15,False
EDGE301312,R61361,Rider,V0232,Vehicle,BOARDED,2024-02-08 07:07:46,T101910,R61361,R112,S021,skytrain,Student,0.662,$3-$4.5,NA,BC,Vancouver,None,False,0,17,5-10km,3.13,False
EDGE301313,S024,Station,S001,Station,CONNECTS_TO,2025-05-04 15:05:25,,,,S024,bus,Commuter,0.28,$3-$4.5,NA,BC,Vancouver,None,False,1,17,10-20km,3.19,False
EDGE301314,S005,Station,S002,Station,CONNECTS_TO,2024-02-08 06:50:28,,,,S005,bus,Commuter,0.971,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,0,44,10-20km,6.22,False
EDGE301315,R063,Route,S021,Station,ROUTE_SERVES,2025-05-25 09:51:09,,,R063,S021,bus,Tourist,0.418,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,2,5,5-10km,3.11,False
EDGE301316,S007,Station,S002,Station,CONNECTS_TO,2024-06-04 12:02:02,,,,S007,bus,Occasional,0.923,<$3,NA,BC,Vancouver,HolidayFreeRide,False,2,16,10-20km,2.3,False
EDGE301317,R13248,Rider,S009,Station,TRANSFERRED_TO,2025-02-02 08:35:54,T100348,R13248,R112,S009,skytrain,Student,0.865,$3-$4.5,NA,BC,Vancouver,None,False,1,5,10-20km,3.1,False
EDGE301318,R099,Route,S030,Station,ROUTE_SERVES,2024-12-19 20:57:23,,,R099,S030,bus,Student,0.737,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,1,40,2-5km,3.11,False
EDGE301319,R099,Route,S023,Station,ROUTE_SERVES,2024-07-16 13:55:51,,,R099,S023,bus,Student,0.459,$3-$4.5,NA,BC,Vancouver,None,False,1,5,2-5km,3.08,False
EDGE301320,R88179,Rider,R35835,Rider,SHARES_TRIP_WITH,2024-08-16 18:05:23,T101205,R88179,R003,S023,seabus,Senior,0.874,$4.5-$6.5,NA,BC,Vancouver,None,False,4,78,>=20km,6.17,False
EDGE301321,R31023,Rider,S005,Station,ALIGHTED,2024-06-03 04:16:16,T101432,R31023,R088,S005,wce,Commuter,0.415,<$3,NA,BC,Vancouver,None,False,2,72,>=20km,2.84,False
EDGE301322,S008,Station,S028,Station,CONNECTS_TO,2024-07-21 05:28:56,,,,S008,skytrain,Commuter,0.605,$4.5-$6.5,NA,BC,Vancouver,None,False,2,39,>=20km,4.59,False
EDGE301323,R62272,Rider,S005,Station,ALIGHTED,2024-12-17 11:10:07,T102155,R62272,R078,S005,wce,Student,0.232,$3-$4.5,NA,BC,Vancouver,None,False,1,75,10-20km,3.16,False
EDGE301324,S005,Station,S023,Station,CONNECTS_TO,2025-01-06 04:44:12,,,,S005,bus,LowIncome,0.626,>$6.5,NA,BC,Vancouver,NewYearPromo,False,1,19,5-10km,8.07,False
EDGE301325,R045,Route,S015,Station,ROUTE_SERVES,2025-04-14 01:16:52,,,R045,S015,bus,Student,0.467,>$6.5,NA,BC,Vancouver,SportsFinalsPass,False,1,47,>=20km,6.62,False
EDGE301326,S016,Station,S012,Station,CONNECTS_TO,2024-02-09 00:55:42,,,,S016,skytrain,Commuter,0.104,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,0,42,>=20km,3.13,False
EDGE301327,S028,Station,S030,Station,CONNECTS_TO,2024-06-22 11:46:47,,,,S028,bus,Commuter,0.122,$4.5-$6.5,NA,BC,Vancouver,None,False,1,65,10-20km,4.85,False
EDGE301328,R18435,Rider,S005,Station,ALIGHTED,2025-03-28 01:00:25,T100611,R18435,R064,S005,skytrain,Occasional,0.36,$3-$4.5,NA,BC,Vancouver,None,False,1,26,>=20km,3.3,False
EDGE301329,R54680,Rider,R80060,Rider,SHARES_TRIP_WITH,2024-08-15 21:56:40,T101442,R54680,R017,S023,bus,Commuter,0.702,$4.5-$6.5,NA,BC,Vancouver,None,False,2,19,10-20km,4.59,False
EDGE301330,R17490,Rider,V0267,Vehicle,BOARDED,2025-05-18 07:33:45,T101432,R17490,R063,S029,bus,Occasional,0.366,$3-$4.5,NA,BC,Vancouver,None,False,5,11,10-20km,3.15,False
EDGE301331,R37971,Rider,S004,Station,ALIGHTED,2024-07-22 06:01:29,T101277,R37971,R031,S004,skytrain,Commuter,0.971,$4.5-$6.5,NA,BC,Vancouver,HolidayFreeRide,False,2,23,10-20km,6.22,False
EDGE301332,S008,Station,S012,Station,CONNECTS_TO,2024-09-13 16:51:42,,,,S008,bus,Tourist,0.537,$4.5-$6.5,NA,BC,Vancouver,HolidayFreeRide,False,1,60,>=20km,6.21,False
EDGE301333,R60681,Rider,S023,Station,ALIGHTED,2025-02-03 02:44:17,T101239,R60681,R102,S023,bus,Tourist,0.408,>$6.5,NA,BC,Vancouver,None,False,1,33,5-10km,6.65,False
EDGE301334,R16795,Rider,S007,Station,ALIGHTED,2024-10-16 06:26:41,T101653,R16795,R048,S007,bus,Commuter,0.618,$4.5-$6.5,NA,BC,Vancouver,None,False,5,38,>=20km,6.2,False
EDGE301335,R75498,Rider,S002,Station,TRANSFERRED_TO,2024-03-07 13:08:52,T101457,R75498,R058,S002,skytrain,Occasional,0.659,$4.5-$6.5,NA,BC,Vancouver,None,False,4,29,10-20km,4.89,False
EDGE301336,R73566,Rider,V0460,Vehicle,BOARDED,2024-12-27 14:42:34,T100286,R73566,R113,S029,seabus,Commuter,0.513,<$3,NA,BC,Vancouver,None,False,3,47,10-20km,2.87,False
EDGE301337,R71048,Rider,S025,Station,TRANSFERRED_TO,2024-07-15 00:24:46,T101638,R71048,R037,S025,skytrain,LowIncome,0.694,$4.5-$6.5,NA,BC,Vancouver,None,False,3,56,10-20km,4.88,False
EDGE301338,R50312,Rider,V0653,Vehicle,BOARDED,2024-06-06 21:34:32,T100890,R50312,R093,S025,skytrain,Occasional,0.994,$4.5-$6.5,NA,BC,Vancouver,NewYearPromo,False,2,40,>=20km,4.5,False
EDGE301339,S005,Station,S017,Station,CONNECTS_TO,2025-03-02 16:48:55,,,,S005,skytrain,LowIncome,0.499,$3-$4.5,NA,BC,Vancouver,None,False,0,69,10-20km,3.1,False
EDGE301340,S003,Station,S014,Station,CONNECTS_TO,2024-05-14 21:10:49,,,,S003,bus,Commuter,0.241,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,4,11,10-20km,3.38,False
EDGE301341,R008,Route,S011,Station,ROUTE_SERVES,2024-05-05 09:21:19,,,R008,S011,skytrain,Student,0.35,>$6.5,NA,BC,Vancouver,None,False,0,40,2-5km,8.12,False
EDGE301342,S029,Station,S002,Station,CONNECTS_TO,2024-01-17 08:00:00,,,,S029,skytrain,Commuter,0.507,<$3,NA,BC,Vancouver,None,False,1,20,>=20km,1.92,False
EDGE301343,R62485,Rider,S014,Station,TRANSFERRED_TO,2024-01-03 07:23:36,T102305,R62485,R023,S014,seabus,Commuter,0.323,>$6.5,NA,BC,Vancouver,None,False,3,60,2-5km,8.08,False
EDGE301344,R119,Route,S009,Station,ROUTE_SERVES,2024-02-05 03:28:02,,,R119,S009,skytrain,Commuter,0.198,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,1,16,10-20km,6.22,False
