trip_id,rider_id,route_id,mode,origin_station_id,destination_station_id,board_datetime,alight_datetime,country,province,fare_class,payment_method,transfers,zones_charged,distance_km,base_fare_cad,discount_rate,discount_amount_cad,yvr_addfare_cad,total_fare_cad,on_time_arrival,service_disruption,polyline_stations
T101075,R92910,R043,bus,S015,S016,2024-05-20 02:20:36,2024-05-20 02:56:46,CA,BC,adult,contactless_cc,0,1,12.36,3.14,0.0,0.0,0.0,3.14,True,False,S010|S020|S005|S030|S026
T101076,R94612,R063,skytrain,S010,S006,2025-06-17 11:11:13,2025-06-17 11:26:30,CA,BC,adult,mobile_pay,0,2,9.2,4.5,0.0,0.0,0.0,4.5,True,False,S026|S009|S008|S017|S012|S010|S026|S029|S002
T101077,R48176,R054,skytrain,S005,S013,2024-10-30 20:22:11,2024-10-30 20:30:42,CA,BC,adult,mobile_pay,0,1,3.94,3.15,0.0,0.0,0.0,3.15,True,False,S010|S016|S006|S021|S006|S024|S018|S010|S006
T101078,R93127,R025,bus,S006,S028,2025-05-04 21:35:27,2025-05-04 21:45:31,CA,BC,tourist,compass_card,1,1,4.71,3.14,0.1,0.31,0.0,2.83,True,False,S023|S024|S030|S022|S027
T101079,R31427,R031,bus,S005,S007,2024-03-27 18:18:11,2024-03-27 18:30:32,CA,BC,senior,contactless_cc,0,1,5.89,3.17,0.35,1.11,0.0,2.06,True,False,S008|S004|S002|S012|S020|S005|S016|S009|S013|S006
T101080,R93003,R037,bus,S007,S019,2024-07-29 05:00:35,2024-07-29 05:19:06,CA,BC,senior,contactless_cc,1,1,8.39,3.14,0.35,1.1,0.0,2.04,False,False,S023|S002|S023|S011|S013|S005|S013|S016|S019|S006|S019
T101081,R52083,R043,bus,S010,S004,2024-07-25 06:44:25,2024-07-25 07:34:37,CA,BC,senior,compass_card,1,1,17.23,3.12,0.35,1.09,0.0,2.03,True,False,S030|S001|S014|S017|S026|S005|S016|S011
T101082,R44062,R046,bus,S005,S001,2025-04-27 04:45:58,2025-04-27 05:02:58,CA,BC,adult,contactless_cc,0,1,8.39,3.2,0.0,0.0,0.0,3.2,True,False,S024|S018|S017|S011|S022|S024|S010|S017
T101083,R30828,R026,skytrain,S029,S010,2024-12-11 15:50:07,2024-12-11 16:07:22,CA,BC,adult,compass_card,0,2,8.15,4.51,0.0,0.0,0.0,4.51,True,False,S025|S019|S023|S005|S027
T101084,R26967,R039,skytrain,S019,S025,2025-01-18 03:42:07,2025-01-18 03:52:38,CA,BC,adult,contactless_cc,0,1,6.44,3.2,0.0,0.0,0.0,3.2,True,False,S030|S015|S011|S024|S004|S025|S016|S030
T101085,R36592,R100,bus,S002,S006,2024-01-11 08:32:17,2024-01-11 08:45:57,CA,BC,youth,compass_card,0,1,5.31,3.19,0.32,1.02,0.0,2.17,False,False,S022|S018|S004|S011|S001|S014|S021|S028
T101086,R42314,R044,bus,S008,S016,2024-11-09 06:13:35,2024-11-09 06:25:08,CA,BC,adult,compass_card,2,1,5.15,3.15,0.0,0.0,0.0,3.15,True,False,S012|S003|S012|S002|S021|S022|S007|S020|S017
T101087,R54280,R030,skytrain,S008,S027,2025-03-13 02:27:31,2025-03-13 03:07:54,CA,BC,adult,compass_card,1,1,25.05,3.2,0.0,0.0,0.0,3.2,True,False,S030|S025|S009|S007|S001
T101088,R98586,R022,bus,S003,S019,2024-10-10 13:42:57,2024-10-10 13:53:41,CA,BC,adult,compass_card,1,1,3.48,3.2,0.0,0.0,0.0,3.2,True,False,S028|S015|S023|S022|S003|S018|S013|S007|S017
T101089,R17583,R097,bus,S011,S021,2024-09-17 13:52:45,2024-09-17 14:17:49,CA,BC,adult,compass_card,1,1,8.07,3.16,0.0,0.0,0.0,3.16,True,False,S020|S017|S002|S023|S012
T101090,R11249,R036,bus,S013,S005,2024-09-18 12:40:40,2024-09-18 12:52:29,CA,BC,adult,mobile_pay,0,1,4.88,3.12,0.0,0.0,0.0,3.12,True,False,S023|S029|S014|S012|S014|S012
T101091,R75046,R070,skytrain,S001,S011,2025-05-25 10:38:58,2025-05-25 10:58:56,CA,BC,adult,compass_card,0,1,9.92,3.13,0.0,0.0,5.0,8.13,True,False,S012|S013|S010|S016|S029|S018|S003|S008
T101092,R19179,R026,skytrain,S024,S030,2024-03-31 15:40:58,2024-03-31 15:59:47,CA,BC,adult,compass_card,0,1,11.17,3.19,0.0,0.0,0.0,3.19,True,False,S015|S025|S014|S027|S015|S010
T101093,R73440,R010,skytrain,S006,S027,2024-04-20 15:21:06,2024-04-20 15:43:54,CA,BC,senior,compass_card,0,1,13.34,3.19,0.35,1.12,0.0,2.07,True,False,S024|S030|S014|S025|S030
T101094,R87237,R076,wce,S014,S005,2024-07-06 08:23:43,2024-07-06 08:34:26,CA,BC,adult,mobile_pay,0,1,10.6,3.16,0.0,0.0,0.0,3.16,True,False,S027|S019|S021|S003|S006|S008
T101095,R36930,R043,bus,S010,S017,2024-12-17 23:58:15,2024-12-18 00:33:50,CA,BC,adult,mobile_pay,0,1,13.77,3.18,0.0,0.0,0.0,3.18,True,False,S028|S017|S011|S003|S020|S026|S013|S003|S001|S015|S022
T101096,R90485,R016,wce,S030,S009,2024-08-09 21:11:25,2024-08-09 21:22:36,CA,BC,youth,compass_card,0,1,8.92,3.16,0.32,1.01,0.0,2.15,True,False,S014|S006|S019|S015|S024|S019|S026
T101097,R88682,R024,bus,S030,S005,2025-06-18 11:04:53,2025-06-18 11:37:43,CA,BC,youth,compass_card,1,1,9.14,3.21,0.32,1.03,0.0,2.18,True,False,S007|S006|S028|S013|S010|S019|S016|S002|S028
T101098,R10014,R108,skytrain,S027,S010,2025-02-10 00:56:01,2025-02-10 01:29:53,CA,BC,youth,contactless_cc,0,2,20.85,4.53,0.32,1.45,0.0,3.08,True,False,S027|S019|S010|S017|S019|S025|S015|S008|S001
T101099,R14100,R062,bus,S026,S001,2024-02-12 16:34:32,2024-02-12 16:57:50,CA,BC,youth,contactless_cc,1,1,10.29,3.16,0.32,1.01,0.0,2.15,True,False,S005|S010|S011|S022|S028|S021
T101100,R86593,R107,bus,S016,S004,2025-05-04 05:15:56,2025-05-04 06:25:39,CA,BC,adult,compass_card,1,1,22.18,3.2,0.0,0.0,0.0,3.2,True,False,S021|S023|S030|S010|S015|S006|S017
T101101,R26150,R023,bus,S030,S023,2025-02-22 17:20:39,2025-02-22 17:38:24,CA,BC,youth,compass_card,0,1,8.36,3.18,0.32,1.02,0.0,2.16,True,False,S021|S008|S001|S005|S026|S009
T101102,R99856,R019,bus,S016,S003,2024-04-07 06:01:30,2024-04-07 06:22:57,CA,BC,tourist,compass_card,0,1,14.56,3.15,0.1,0.32,0.0,2.83,False,False,S020|S025|S012|S020|S016|S020|S014
T101103,R24358,R026,bus,S028,S009,2024-07-15 06:43:29,2024-07-15 07:33:49,CA,BC,adult,mobile_pay,0,1,13.38,3.15,0.0,0.0,0.0,3.15,True,False,S021|S023|S016|S024|S028|S004|S013|S018|S025|S019|S001
T101104,R80921,R055,skytrain,S028,S009,2024-11-27 22:11:01,2024-11-27 22:27:35,CA,BC,adult,cash,1,1,11.14,3.31,0.0,0.0,0.0,3.31,True,False,S006|S020|S002|S006|S012|S016|S030|S023|S005|S013
T101105,R65900,R009,skytrain,S006,S002,2024-12-10 11:32:56,2024-12-10 11:50:41,CA,BC,adult,mobile_pay,1,2,11.12,4.6,0.0,0.0,0.0,4.6,True,False,S009|S013|S015|S022|S012|S002|S011|S010
T101106,R27673,R004,skytrain,S017,S022,2024-03-19 08:24:57,2024-03-19 08:34:50,CA,BC,adult,compass_card,0,1,7.33,3.13,0.0,0.0,0.0,3.13,True,False,S030|S003|S018|S007|S026|S021|S006|S026|S004
T101107,R21721,R014,bus,S020,S026,2024-05-27 08:56:13,2024-05-27 09:27:15,CA,BC,adult,contactless_cc,0,1,10.75,3.15,0.0,0.0,0.0,3.15,True,False,S006|S019|S011|S029|S011
T101108,R76573,R115,seabus,S027,S029,2024-06-03 17:58:56,2024-06-03 18:10:40,US,BC,adult,compass_card,1,1,8.79,3.13,0.0,0.0,0.0,3.13,True,False,S022|S027|S010|S009|S023|S024|S023|S012|S004|S019|S020
T101109,R19574,R047,seabus,S012,S028,2025-05-26 10:58:22,2025-05-26 11:10:17,CA,BC,adult,contactless_cc,1,1,7.2,3.17,0.0,0.0,0.0,3.17,True,False,S005|S001|S006|S018|S010|S013
T101110,R61069,R071,seabus,S025,S016,2024-04-08 07:52:36,2024-04-08 08:06:54,CA,BC,adult,compass_card,1,1,1.92,3.12,0.0,0.0,0.0,3.12,True,False,S014|S011|S006|S004|S008|S005|S018|S008|S028
T101111,R25921,R022,bus,S007,S027,2024-02-13 16:32:44,2024-02-13 17:11:26,CA,BC,adult,compass_card,0,1,13.15,3.2,0.0,0.0,0.0,3.2,False,False,S029|S018|S021|S024|S028|S017|S029
T101112,R17882,R119,skytrain,S018,S024,2025-02-14 17:29:19,2025-02-14 17:48:36,CA,BC,adult,compass_card,0,2,10.59,4.52,0.0,0.0,0.0,4.52,True,False,S018|S024|S026|S027|S004|S015|S016
T101113,R17585,R071,bus,S030,S003,2024-07-20 23:11:17,2024-07-20 23:40:02,CA,BC,senior,compass_card,2,1,7.98,3.17,0.35,1.11,0.0,2.06,True,False,S004|S028|S005|S001|S017|S012
T101114,R34459,R017,wce,S010,S024,2025-06-18 00:26:09,2025-06-18 00:35:15,CA,BC,adult,compass_card,1,1,9.23,3.12,0.0,0.0,0.0,3.12,True,False,S012|S005|S028|S015|S030|S020|S017
T101115,R33039,R002,skytrain,S025,S011,2025-04-01 22:03:38,2025-04-01 22:07:00,CA,BC,adult,contactless_cc,0,1,1.65,3.12,0.0,0.0,0.0,3.12,True,False,S006|S024|S010|S001|S025|S028|S004|S009|S005
T101116,R23979,R102,skytrain,S028,S023,2024-01-04 00:08:38,2024-01-04 00:23:21,CA,BC,adult,compass_card,0,1,9.44,3.16,0.0,0.0,0.0,3.16,True,False,S005|S024|S008|S011|S005|S008|S005|S003|S015|S024|S026
T101117,R97862,R006,bus,S026,S004,2024-07-07 02:19:12,2024-07-07 03:27:43,CA,BC,adult,contactless_cc,0,1,25.1,3.19,0.0,0.0,0.0,3.19,True,False,S003|S001|S026|S016|S026|S014|S002|S008|S004|S002|S027
T101118,R44563,R074,bus,S022,S017,2024-12-10 02:23:11,2024-12-10 02:26:28,CA,BC,adult,compass_card,1,1,1.07,3.13,0.0,0.0,0.0,3.13,False,False,S019|S002|S017|S004|S010|S002|S004|S011|S023
T101119,R30526,R007,skytrain,S001,S026,2024-12-30 08:08:43,2024-12-30 08:30:30,CA,BC,senior,compass_card,0,2,15.7,4.61,0.35,1.61,5.0,8.0,True,False,S004|S027|S004|S021|S007|S020|S030|S007|S006|S023|S012
T101120,R74372,R032,skytrain,S001,S004,2025-06-22 01:11:46,2025-06-22 01:25:39,CA,BC,adult,compass_card,0,1,6.96,3.16,0.0,0.0,5.0,8.16,True,False,S005|S029|S024|S009|S020
T101121,R29689,R061,bus,S012,S013,2024-09-28 09:48:39,2024-09-28 10:14:04,CA,BC,youth,contactless_cc,0,1,9.59,3.16,0.32,1.01,0.0,2.15,True,False,S006|S029|S017|S026|S024|S020|S008|S018|S020
T101122,R76652,R005,skytrain,S003,S005,2025-03-11 04:27:55,2025-03-11 04:52:35,CA,BC,adult,mobile_pay,0,2,15.28,4.57,0.0,0.0,0.0,4.57,True,False,S027|S019|S026|S001|S018|S007|S024|S007|S011
T101123,R10076,R037,skytrain,S006,S030,2024-04-23 13:43:46,2024-04-23 14:06:21,CA,BC,adult,compass_card,0,1,12.02,3.13,0.0,0.0,0.0,3.13,True,False,S025|S018|S001|S025|S004|S008|S018|S029|S023|S016
T101124,R30914,R098,skytrain,S012,S024,2024-01-29 07:58:05,2024-01-29 08:27:46,CA,BC,adult,compass_card,0,1,11.78,3.16,0.0,0.0,0.0,3.16,True,False,S019|S006|S016|S023|S004|S007|S028|S012|S014
T101125,R98197,R052,wce,S014,S007,2025-01-08 21:45:09,2025-01-08 21:57:00,CA,BC,adult,compass_card,0,1,9.21,3.21,0.0,0.0,0.0,3.21,False,False,S017|S008|S015|S004|S026
T101126,R94985,R037,bus,S011,S004,2024-04-04 00:51:01,2024-04-04 02:17:20,CA,BC,low_income,compass_card,0,1,21.99,3.13,0.4,1.25,0.0,1.88,True,False,S015|S004|S018|S005|S017|S026|S012|S024|S010|S019
T101127,R83746,R111,bus,S024,S002,2024-07-01 16:02:26,2024-07-01 16:32:34,CA,BC,adult,compass_card,0,1,12.37,3.1,0.0,0.0,0.0,3.1,False,False,S003|S012|S017|S004|S014|S010
T101128,R46801,R035,bus,S015,S021,2024-08-04 09:19:46,2024-08-04 09:38:05,CA,BC,adult,mobile_pay,0,1,8.03,3.13,0.0,0.0,0.0,3.13,True,False,S024|S010|S023|S028|S015|S008
T101129,R68418,R020,bus,S018,S014,2024-05-14 07:32:38,2024-05-14 08:04:47,CA,BC,adult,compass_card,0,1,9.28,3.11,0.0,0.0,0.0,3.11,True,False,S010|S029|S014|S007|S029|S003|S030|S027|S026|S016|S023
T101130,R37663,R052,skytrain,S012,S006,2024-07-27 04:54:25,2024-07-27 05:25:37,CA,BC,adult,compass_card,0,1,15.39,3.16,0.0,0.0,0.0,3.16,True,False,S001|S023|S016|S023|S004|S014|S016|S018
T101131,R21231,R013,bus,S022,S023,2024-05-01 15:43:41,2024-05-01 15:59:44,CA,BC,senior,compass_card,0,1,6.69,3.13,0.35,1.1,0.0,2.03,True,False,S003|S005|S006|S014|S013|S024|S019|S004|S025|S030
T101132,R32849,R101,skytrain,S006,S003,2024-10-15 13:45:10,2024-10-15 14:16:11,CA,BC,adult,compass_card,1,1,18.02,3.18,0.0,0.0,0.0,3.18,True,False,S012|S007|S012|S007|S021|S029|S013|S004|S009|S028|S014
T101133,R50739,R114,bus,S024,S016,2025-05-28 07:14:17,2025-05-28 07:37:40,CA,BC,adult,mobile_pay,0,1,6.33,3.2,0.0,0.0,0.0,3.2,True,False,S009|S026|S023|S026|S019|S020|S009|S026|S027|S026
T101134,R96541,R054,skytrain,S021,S013,2024-06-04 18:20:49,2024-06-04 18:43:11,CA,BC,youth,compass_card,1,2,11.25,4.54,0.32,1.45,0.0,3.09,True,False,S012|S017|S023|S020|S013|S017|S018|S009|S005|S026|S015
T101135,R39968,R091,skytrain,S004,S005,2024-04-27 10:16:23,2024-04-27 10:30:20,CA,BC,adult,compass_card,1,1,10.36,3.11,0.0,0.0,0.0,3.11,True,False,S009|S017|S016|S008|S022
T101136,R23750,R084,skytrain,S005,S001,2024-04-04 08:37:09,2024-04-04 08:53:53,CA,BC,senior,compass_card,1,1,10.47,3.16,0.35,1.11,0.0,2.05,True,False,S004|S025|S002|S028|S003|S017
T101137,R96973,R050,bus,S022,S001,2025-02-22 22:31:40,2025-02-22 23:14:57,CA,BC,youth,compass_card,0,1,11.39,3.16,0.32,1.01,0.0,2.15,True,False,S006|S014|S021|S023|S011|S005|S011|S021|S020|S004
T101138,R48458,R069,bus,S025,S003,2024-08-25 22:40:33,2024-08-25 23:23:43,CA,BC,adult,compass_card,0,1,10.98,3.18,0.0,0.0,0.0,3.18,True,False,S022|S026|S017|S026|S016|S027|S015|S007|S011|S023
T101139,R82126,R051,skytrain,S016,S017,2024-04-05 13:42:48,2024-04-05 14:08:46,CA,BC,adult,mobile_pay,0,2,16.97,4.54,0.0,0.0,0.0,4.54,True,False,S017|S009|S019|S011|S027|S029|S018|S019|S001|S026
T101140,R65305,R100,bus,S002,S015,2025-04-15 06:10:01,2025-04-15 06:37:39,CA,BC,senior,compass_card,0,1,7.44,3.12,0.35,1.09,0.0,2.03,False,False,S029|S004|S014|S016|S011|S029|S013
T101141,R67858,R066,wce,S015,S016,2024-10-02 16:50:36,2024-10-02 16:53:58,CA,BC,adult,contactless_cc,0,1,2.74,3.14,0.0,0.0,0.0,3.14,True,False,S002|S003|S007|S019|S023|S029
T101142,R75039,R119,skytrain,S025,S010,2024-09-11 09:45:57,2024-09-11 09:57:54,CA,BC,adult,mobile_pay,0,1,7.65,3.18,0.0,0.0,0.0,3.18,True,False,S029|S023|S006|S017|S014|S005|S011|S024
T101143,R36866,R086,bus,S013,S017,2024-02-06 11:51:12,2024-02-06 12:22:33,CA,BC,adult,cash,0,1,10.84,3.38,0.0,0.0,0.0,3.38,True,False,S025|S004|S020|S023|S016
T101144,R48588,R089,skytrain,S022,S018,2024-02-22 15:52:59,2024-02-22 16:56:13,CA,BC,adult,contactless_cc,0,1,25.26,3.14,0.0,0.0,0.0,3.14,True,False,S022|S018|S020|S016|S017|S019|S029|S006
T101145,R63833,R012,skytrain,S017,S002,2024-12-15 22:15:14,2024-12-15 22:37:21,CA,BC,youth,compass_card,0,1,11.11,3.19,0.32,1.02,0.0,2.17,False,False,S013|S009|S017|S020|S013|S021|S023|S012|S026|S010
T101146,R68247,R032,bus,S011,S002,2024-03-07 23:59:57,2024-03-08 00:20:02,CA,BC,adult,compass_card,0,1,9.54,3.16,0.0,0.0,0.0,3.16,True,False,S001|S020|S002|S006|S028|S012|S013|S027|S024
T101147,R13894,R097,skytrain,S019,S001,2024-09-11 13:46:15,2024-09-11 14:04:31,CA,BC,adult,mobile_pay,0,1,11.08,3.21,0.0,0.0,0.0,3.21,True,False,S025|S030|S021|S011|S014|S004|S015|S012|S013|S015
T101148,R64716,R046,skytrain,S012,S002,2025-06-10 04:08:47,2025-06-10 04:35:28,CA,BC,adult,mobile_pay,0,1,16.22,3.2,0.0,0.0,0.0,3.2,True,False,S022|S008|S009|S008|S022
T101149,R61457,R054,bus,S010,S020,2024-12-01 20:56:40,2024-12-01 21:15:37,CA,BC,adult,contactless_cc,0,1,9.16,3.13,0.0,0.0,0.0,3.13,False,False,S003|S024|S003|S029|S010|S004|S012|S006|S001|S019|S011
T101150,R27830,R056,bus,S002,S016,2024-11-30 15:26:35,2024-11-30 15:55:54,CA,BC,low_income,mobile_pay,0,1,8.11,3.2,0.4,1.28,0.0,1.92,True,False,S022|S029|S014|S020|S017|S030
T101151,R38285,R071,skytrain,S014,S009,2025-06-20 21:50:51,2025-06-20 21:55:43,CA,BC,low_income,mobile_pay,1,1,3.0,3.13,0.4,1.25,0.0,1.88,True,False,S001|S024|S016|S020|S001|S012|S014|S020
T101152,R27127,R033,skytrain,S013,S011,2025-06-24 00:56:24,2025-06-24 01:06:41,DE,BC,adult,compass_card,0,1,6.51,3.12,0.0,0.0,0.0,3.12,True,False,S019|S004|S027|S016|S004|S024
T101153,R59285,R077,bus,S022,S007,2024-03-24 11:36:19,2024-03-24 11:56:25,CA,BC,adult,compass_card,0,1,9.97,3.18,0.0,0.0,0.0,3.18,True,False,S011|S017|S018|S027|S025
T101154,R17304,R083,bus,S022,S011,2024-12-05 22:13:43,2024-12-05 22:42:48,CA,BC,adult,mobile_pay,2,1,9.19,3.16,0.0,0.0,0.0,3.16,True,False,S006|S021|S010|S013|S015|S007|S017|S022|S029
T101155,R33229,R118,bus,S026,S003,2024-12-16 01:03:02,2024-12-16 01:15:28,CA,BC,adult,compass_card,1,1,5.48,3.1,0.0,0.0,0.0,3.1,True,False,S027|S029|S018|S007|S011|S009|S002|S011
T101156,R85877,R035,bus,S019,S013,2024-04-06 19:20:56,2024-04-06 19:37:33,CA,BC,adult,compass_card,0,1,7.43,3.14,0.0,0.0,0.0,3.14,True,False,S026|S008|S021|S025|S003
T101157,R10254,R022,skytrain,S023,S029,2024-04-30 15:14:45,2024-04-30 15:29:51,CA,BC,adult,mobile_pay,2,2,10.02,4.58,0.0,0.0,0.0,4.58,True,False,S019|S004|S020|S011|S009|S003|S020|S027|S017
T101158,R98901,R073,bus,S016,S014,2025-05-24 22:03:32,2025-05-24 22:23:37,CA,BC,adult,compass_card,0,1,9.89,3.12,0.0,0.0,0.0,3.12,True,False,S007|S013|S027|S003|S022|S028|S010
T101159,R75327,R027,skytrain,S017,S027,2024-10-01 13:49:08,2024-10-01 14:25:36,CA,BC,adult,mobile_pay,0,1,22.49,3.2,0.0,0.0,0.0,3.2,True,False,S010|S015|S023|S018|S011|S007|S015
T101160,R11378,R023,bus,S013,S009,2024-10-25 17:13:36,2024-10-25 17:27:10,CA,BC,adult,compass_card,1,1,5.6,3.18,0.0,0.0,0.0,3.18,True,False,S020|S017|S015|S023|S026|S018|S006|S030
T101161,R88996,R003,bus,S001,S022,2024-03-15 17:30:45,2024-03-15 17:59:10,CA,BC,youth,compass_card,0,1,9.51,3.21,0.32,1.03,0.0,2.18,True,False,S023|S017|S029|S006|S020|S016|S007|S023|S028
T101162,R55991,R090,bus,S024,S015,2024-11-26 00:33:28,2024-11-26 00:56:34,CA,BC,senior,compass_card,1,1,9.55,3.19,0.35,1.12,0.0,2.07,True,False,S009|S022|S018|S027|S020|S029|S025|S014|S020|S025|S021
T101163,R68398,R003,skytrain,S002,S018,2024-03-08 21:02:31,2024-03-08 21:13:32,CA,BC,adult,mobile_pay,1,1,7.82,3.16,0.0,0.0,0.0,3.16,True,False,S007|S013|S016|S005|S009|S005|S025
T101164,R87080,R072,seabus,S022,S026,2024-03-07 22:37:53,2024-03-07 22:50:07,CA,BC,youth,compass_card,0,1,10.75,3.15,0.32,1.01,0.0,2.14,True,False,S010|S029|S014|S015|S011
T101165,R59421,R054,skytrain,S028,S027,2024-10-16 21:36:55,2024-10-16 21:52:57,CA,BC,adult,compass_card,1,1,7.23,3.2,0.0,0.0,0.0,3.2,True,False,S030|S003|S022|S007|S029|S014|S009|S028
T101166,R16575,R060,bus,S010,S022,2025-01-08 18:56:13,2025-01-08 19:47:40,CA,BC,adult,mobile_pay,1,1,13.13,3.19,0.0,0.0,0.0,3.19,False,False,S006|S010|S023|S020|S008|S014|S008
T101167,R38037,R103,wce,S004,S006,2025-05-31 05:34:22,2025-05-31 05:46:34,CA,BC,tourist,mobile_pay,1,1,9.08,3.1,0.1,0.31,0.0,2.79,True,False,S007|S001|S009|S027|S028|S010|S016
T101168,R87952,R035,skytrain,S016,S019,2024-04-08 23:57:45,2024-04-09 00:11:01,CA,BC,adult,contactless_cc,0,1,8.8,3.14,0.0,0.0,0.0,3.14,True,False,S014|S015|S022|S030|S002
T101169,R41852,R098,bus,S007,S006,2024-09-11 02:07:06,2024-09-11 03:15:01,CA,BC,adult,compass_card,0,1,29.4,3.16,0.0,0.0,0.0,3.16,True,False,S009|S005|S001|S010|S027|S026
T101170,R29517,R096,bus,S009,S023,2024-02-25 06:05:36,2024-02-25 06:22:13,CA,BC,youth,contactless_cc,0,1,6.65,3.16,0.32,1.01,0.0,2.15,True,False,S018|S006|S022|S029|S002|S025|S016|S027|S001|S003|S029
T101171,R86400,R118,bus,S029,S003,2024-08-24 01:05:20,2024-08-24 01:46:06,CA,BC,low_income,compass_card,0,1,13.66,3.16,0.4,1.26,0.0,1.9,True,False,S011|S021|S010|S029|S003|S030|S014|S030
T101172,R79073,R110,bus,S012,S023,2024-10-26 09:29:00,2024-10-26 09:57:32,CA,BC,youth,cash,0,1,14.23,3.35,0.32,1.07,0.0,2.28,True,False,S022|S030|S003|S014|S028|S024|S028|S005|S009|S004
T101173,R42205,R022,bus,S019,S025,2024-02-11 19:00:03,2024-02-11 19:18:52,CA,BC,adult,compass_card,0,1,8.14,3.1,0.0,0.0,0.0,3.1,False,False,S017|S004|S018|S023|S028|S019|S026|S017|S009|S017
T101174,R92757,R062,skytrain,S029,S003,2024-06-03 04:27:53,2024-06-03 04:38:38,CA,BC,adult,mobile_pay,0,1,6.72,3.16,0.0,0.0,0.0,3.16,True,False,S008|S021|S004|S026|S027|S011
T101175,R95256,R059,skytrain,S011,S028,2024-12-04 23:34:51,2024-12-05 00:04:14,CA,BC,low_income,compass_card,0,1,16.7,3.2,0.4,1.28,0.0,1.92,True,False,S019|S025|S013|S027|S024|S025|S008|S015|S007
T101176,R46189,R118,seabus,S005,S004,2024-10-20 04:46:25,2024-10-20 05:01:59,CA,BC,adult,mobile_pay,0,1,8.99,3.16,0.0,0.0,0.0,3.16,True,False,S006|S008|S010|S016|S014|S009|S029|S019|S002|S017|S019
T101177,R44920,R025,bus,S012,S024,2024-05-05 15:38:24,2024-05-05 16:23:14,CA,BC,adult,contactless_cc,0,1,12.65,3.16,0.0,0.0,0.0,3.16,True,False,S004|S012|S019|S014|S017
T101178,R80423,R120,bus,S022,S008,2024-05-11 09:58:53,2024-05-11 10:30:27,CA,BC,senior,mobile_pay,1,1,15.93,3.21,0.35,1.12,0.0,2.09,True,False,S009|S030|S026|S005|S013|S017|S024|S012|S028
T101179,R26608,R068,bus,S010,S001,2025-03-20 11:37:51,2025-03-20 12:23:49,CA,BC,low_income,compass_card,2,1,12.49,3.13,0.4,1.25,0.0,1.88,True,False,S021|S030|S020|S002|S028
T101180,R69327,R118,bus,S024,S022,2025-06-11 04:15:21,2025-06-11 04:48:38,CA,BC,adult,compass_card,0,1,10.87,3.15,0.0,0.0,0.0,3.15,True,False,S026|S002|S024|S027|S022|S008|S010
T101181,R64822,R116,skytrain,S018,S013,2024-07-26 12:49:34,2024-07-26 13:05:55,CA,BC,youth,mobile_pay,1,2,8.89,4.6,0.32,1.47,0.0,3.13,True,False,S010|S022|S024|S012|S030|S026
T101182,R68900,R051,skytrain,S022,S004,2025-06-26 23:42:51,2025-06-27 00:01:16,CA,BC,adult,compass_card,0,1,11.15,3.16,0.0,0.0,0.0,3.16,True,False,S018|S029|S008|S029|S015|S013|S001|S014|S009
T101183,R16393,R084,wce,S010,S003,2024-03-25 15:33:09,2024-03-25 15:43:51,CA,BC,youth,contactless_cc,1,2,8.8,4.56,0.32,1.46,0.0,3.1,True,False,S030|S027|S025|S008|S011|S007|S029|S030
T101184,R59915,R002,skytrain,S006,S016,2024-06-02 07:50:16,2024-06-02 08:11:24,CA,BC,adult,mobile_pay,0,1,12.93,3.21,0.0,0.0,0.0,3.21,False,False,S021|S011|S030|S026|S025|S021|S014
T101185,R76421,R084,skytrain,S026,S002,2025-01-15 16:41:55,2025-01-15 16:59:00,CA,BC,youth,compass_card,0,2,10.94,4.56,0.32,1.46,0.0,3.1,True,False,S009|S029|S003|S028|S025|S016|S017|S025
T101186,R60338,R120,skytrain,S014,S028,2024-02-29 05:40:36,2024-02-29 05:59:59,CA,BC,low_income,contactless_cc,1,1,14.63,3.11,0.4,1.24,0.0,1.87,True,False,S011|S024|S014|S030|S027|S004|S028|S006|S024
T101187,R30929,R081,skytrain,S009,S018,2024-01-04 19:34:09,2024-01-04 19:45:13,CA,BC,adult,compass_card,2,1,7.49,3.16,0.0,0.0,0.0,3.16,True,False,S003|S013|S015|S021|S025|S028|S018|S025|S011|S016|S024
T101188,R29144,R037,bus,S001,S026,2024-03-09 21:42:12,2024-03-09 22:11:30,CA,BC,senior,compass_card,0,1,9.02,3.18,0.35,1.11,0.0,2.07,True,False,S002|S022|S021|S006|S022|S015|S027
T101189,R48718,R062,skytrain,S021,S005,2024-07-28 07:09:35,2024-07-28 07:27:17,CA,BC,adult,compass_card,0,1,10.21,3.1,0.0,0.0,0.0,3.1,False,False,S001|S014|S007|S022|S010|S012|S020|S003
T101190,R71720,R020,skytrain,S004,S007,2024-09-02 00:57:53,2024-09-02 01:32:42,CA,BC,adult,compass_card,1,1,25.58,3.2,0.0,0.0,0.0,3.2,True,False,S008|S018|S024|S026|S028|S021|S026|S005|S029|S020
T101191,R39218,R008,skytrain,S022,S014,2024-09-07 19:43:33,2024-09-07 19:59:36,CA,BC,youth,mobile_pay,1,1,9.06,3.2,0.32,1.02,0.0,2.18,True,False,S026|S011|S016|S017|S029|S024|S005|S010|S006|S023|S019
